BASIN_HUC BASIN_ID Runoff(mm_day-1) Precip(mm_day-1) PET(mm_day-1) Temp(oC)
11 07056000 1.233 3.246 3.109 14.586
11 07057500 1.293 3.180 3.057 14.043
11 07060710 0.737 3.155 3.155 15.099
11 07066000 1.218 3.282 3.018 13.751
11 07067000 1.264 3.301 3.050 14.192
11 07068000 1.390 3.276 3.026 13.921
11 07071500 0.965 3.286 3.068 14.295
11 07083000 1.219 1.807 2.005 -1.391
11 07142300 0.036 1.865 3.128 14.017
11 07145700 0.530 2.393 3.164 14.354
11 07148400 0.124 1.940 3.553 14.925
11 07149000 0.179 1.999 3.198 14.619
11 07151500 0.361 2.245 3.238 14.492
11 07167500 0.746 2.657 3.084 13.896
11 07180500 0.571 2.431 3.049 13.746
11 07184000 0.943 3.173 3.067 14.056
11 07195800 1.036 3.296 3.117 14.480
11 07196900 1.177 3.512 3.138 14.798
11 07197000 1.132 3.411 3.168 15.185
11 07208500 0.208 1.563 2.481 5.402
11 07226500 0.008 1.228 3.608 13.377
11 07261000 1.364 3.434 3.232 15.972
11 07263295 1.310 3.296 3.319 16.662
11 07299670 0.093 1.742 3.635 17.912
11 07301410 0.046 1.680 3.308 15.661
11 07301500 0.060 1.682 3.336 15.911
11 07315200 0.186 2.268 3.873 18.282
11 07315700 0.394 2.532 3.472 17.601
11 07335700 2.102 4.042 3.210 15.613
11 07340300 1.912 4.021 3.225 15.892
11 07346045 0.866 3.342 3.543 18.442
12 08023080 1.041 3.543 3.605 18.910
12 08025500 1.122 3.844 3.674 19.422
12 08029500 1.131 3.849 3.717 19.359
12 08050800 0.534 2.611 3.520 18.407
12 08066200 0.854 3.518 3.753 19.690
12 08066300 0.902 3.545 3.774 19.893
12 08070000 0.781 3.330 3.783 19.940
12 08070200 0.772 3.366 4.261 20.066
12 08079600 0.111 1.387 4.367 17.417
12 08082700 0.079 1.812 3.663 18.944
12 08086212 0.085 1.963 4.559 18.924
12 08086290 0.103 1.963 5.088 19.002
12 08101000 0.228 2.168 3.741 19.671
12 08103900 0.300 2.114 3.768 19.958
12 08104900 0.398 2.268 3.776 20.158
12 08109700 0.269 2.398 3.848 20.909
12 08150800 0.086 1.970 4.355 19.652
12 08155200 0.466 2.182 3.809 20.591
12 08158700 0.423 2.249 3.805 20.376
12 08158810 0.506 2.228 3.808 20.626
12 08164000 0.549 2.678 4.843 21.453
12 08164300 0.409 2.584 3.889 21.089
12 08164600 0.616 2.727 3.979 21.605
12 08165300 0.230 2.040 3.995 19.581
12 08171300 0.412 2.373 5.261 20.245
12 08175000 0.230 2.370 3.960 21.771
12 08176900 0.220 2.389 4.920 21.796
12 08178880 0.485 2.227 3.784 20.104
12 08189500 0.200 2.242 5.183 22.244
12 08190000 0.261 1.883 3.826 20.580
12 08190500 0.049 1.827 4.875 20.741
12 08194200 0.082 1.545 4.248 23.864
12 08195000 0.390 2.067 3.780 20.164
12 08196000 0.287 1.993 3.811 20.911
12 08198500 0.171 2.118 3.817 20.688
12 08200000 0.504 2.212 3.811 20.717
12 08202700 0.056 2.122 3.850 21.147
13 08267500 0.921 1.866 3.740 3.259
13 08269000 0.410 1.563 3.984 4.993
13 08271000 1.194 1.917 3.351 2.781
13 08324000 0.160 1.761 3.073 7.303
13 08377900 0.646 2.641 3.256 3.867
13 08378500 0.544 2.354 3.620 4.472
13 08380500 0.253 1.771 3.102 7.664
14 09034900 1.790 2.226 3.208 -1.537
14 09035800 1.001 2.141 2.833 -0.477
14 09035900 1.179 1.860 3.246 0.061
14 09047700 0.685 1.809 3.238 -0.055
14 09065500 1.972 1.891 2.777 -0.449
14 09066000 1.264 1.997 2.388 -0.598
14 09066200 1.820 1.896 3.363 -0.443
14 09066300 0.891 1.879 2.746 0.027
14 09081600 1.708 2.662 3.534 1.238
14 09107000 0.791 1.848 2.688 -0.707
14 09210500 0.418 1.390 2.535 3.861
14 09223000 0.641 2.018 2.544 3.036
14 09306242 0.055 1.221 3.410 7.261
14 09312600 0.319 1.505 3.331 5.136
14 09352900 1.933 2.776 2.523 -0.697
14 09378170 0.184 1.519 2.982 6.982
14 09378630 0.278 1.577 2.946 6.904
15 09386900 0.070 1.278 3.065 9.131
15 09404450 0.200 1.295 3.155 8.579
15 09430500 0.096 1.307 3.316 10.736
15 09430600 0.420 1.749 4.559 11.272
15 09447800 0.035 1.134 4.929 15.815
15 09480000 0.046 1.254 3.919 15.591
15 09484000 0.590 1.684 3.648 15.999
15 09484600 0.012 1.038 4.119 17.156
15 09492400 0.826 1.909 3.460 9.303
15 09494000 0.285 1.723 3.056 9.922
15 09497800 0.139 1.413 3.413 13.260
15 09497980 0.146 1.577 3.457 13.616
15 09505200 0.233 1.730 3.610 11.013
15 09505350 0.260 1.733 3.297 11.683
15 09505800 0.221 1.743 3.225 11.084
15 09508300 0.369 1.370 3.522 15.941
15 09510200 0.143 1.362 4.640 18.144
15 09512280 0.077 1.206 3.721 18.306
15 09513780 0.150 1.189 3.639 18.451
16 10023000 0.211 1.490 3.126 5.020
16 10166430 0.111 1.051 1.891 -5.729
16 10172700 0.169 1.202 2.810 8.848
16 10172800 1.510 1.269 2.743 8.411
16 10173450 0.437 1.794 2.860 4.614
16 10205030 0.309 1.564 3.740 5.622
16 10234500 0.543 1.930 3.869 4.804
16 10242000 0.424 1.116 3.225 10.045
16 10244950 0.545 1.385 2.765 5.701
16 10249300 0.330 0.674 3.772 8.636
16 10310500 0.330 0.816 4.136 8.677
16 10316500 1.719 1.662 3.216 5.652
16 10329500 0.214 1.190 3.654 7.488
16 10336645 2.099 2.288 2.769 5.446
16 10336660 3.037 2.157 2.755 5.617
16 10336740 0.260 1.383 2.876 6.509
16 10343500 1.087 2.362 2.866 5.801
16 10348850 1.360 1.514 2.811 5.340
17 10396000 0.626 1.722 2.549 7.302
17 12010000 7.191 7.011 2.154 9.708
17 12013500 4.597 6.510 2.942 9.857
17 12020000 4.866 5.289 2.169 8.987
17 12025000 3.092 3.940 2.202 9.934
17 12025700 4.730 5.134 2.158 8.372
17 12035000 6.617 6.613 2.160 9.928
17 12040500 9.685 9.709 2.082 8.472
17 12041200 9.595 10.904 2.222 7.080
17 12043000 7.654 8.858 2.193 8.600
17 12048000 2.346 5.670 2.567 4.715
17 12054000 5.944 5.554 2.765 5.165
17 12056500 8.665 8.420 2.739 5.582
17 12073500 1.576 3.470 3.089 10.902
17 12082500 5.404 5.741 3.003 4.631
17 12092000 5.309 5.955 2.433 4.549
17 12095000 2.613 4.542 2.288 8.435
17 12114500 5.735 5.464 2.172 5.653
17 12115000 5.608 5.632 2.175 5.888
17 12115500 6.731 5.696 2.157 6.559
17 12117000 5.024 5.710 2.249 8.304
17 12141300 7.393 7.228 2.232 5.451
17 12143600 6.181 6.540 2.437 6.048
17 12144000 6.200 6.373 3.080 6.668
17 12145500 3.825 5.278 2.232 9.768
17 12147500 8.148 6.586 2.218 8.117
17 12147600 9.734 7.157 2.162 6.059
17 12167000 6.890 7.008 2.143 7.627
17 12175500 5.613 5.493 2.800 2.449
17 12178100 6.268 6.210 2.079 4.099
17 12186000 6.822 8.622 2.910 4.621
17 12189500 5.680 7.793 2.884 4.883
17 12358500 2.306 3.291 2.293 3.082
17 12374250 0.370 1.456 2.135 4.261
17 12375900 2.467 3.427 2.100 2.713
17 12377150 3.672 3.617 2.240 3.056
17 12381400 0.969 2.916 2.614 4.159
17 12383500 1.422 2.855 2.320 5.155
17 12388400 0.718 1.648 2.731 5.401
17 12390700 1.105 2.702 2.230 5.766
17 12411000 1.871 3.191 2.175 6.409
17 12414500 2.061 3.258 2.211 5.840
17 12447390 1.324 1.921 2.373 0.961
17 12451000 4.092 4.278 2.432 2.818
17 12488500 2.676 3.546 2.167 3.388
17 13011500 1.477 2.383 2.368 1.587
17 13011900 1.478 2.403 3.061 0.157
17 13018300 1.057 2.054 2.465 2.604
17 13023000 1.284 2.408 2.899 2.829
17 13083000 0.268 1.266 3.215 7.062
17 13161500 0.251 1.224 2.789 6.671
17 13235000 1.711 2.510 2.805 3.825
17 13240000 2.565 3.205 3.094 2.878
17 13310700 1.462 2.603 2.414 4.392
17 13313000 1.409 2.773 2.470 2.778
17 13331500 1.722 3.300 3.124 4.999
17 13337000 2.132 3.452 2.728 5.376
17 13338500 0.742 2.269 2.306 7.066
17 13340000 1.439 2.773 2.522 6.487
17 13340600 2.414 3.879 2.557 5.930
17 14020000 1.625 2.821 2.396 8.309
17 14092750 3.155 3.470 2.374 5.620
17 14096850 0.539 1.689 2.537 8.931
17 14137000 4.607 5.531 2.432 6.949
17 14138800 6.474 7.347 2.376 7.099
17 14138870 5.963 7.026 2.389 8.019
17 14138900 8.038 7.271 2.397 9.034
17 14139800 6.798 6.823 2.379 8.656
17 14141500 5.739 6.574 2.387 8.997
17 14154500 2.574 4.375 2.480 8.954
17 14158500 4.418 5.899 3.316 6.865
17 14158790 5.061 5.576 2.500 7.956
17 14166500 2.348 3.715 2.459 10.941
17 14182500 5.872 6.095 2.343 8.454
17 14185000 4.368 6.339 2.820 8.231
17 14185900 6.105 6.511 2.402 8.240
17 14187000 3.522 5.509 2.457 9.159
17 14216500 5.977 5.980 2.654 7.051
17 14222500 5.282 7.610 2.329 9.216
17 14236200 5.369 4.830 2.177 8.611
17 14301000 3.624 5.457 2.659 9.550
17 14303200 5.226 6.729 2.326 9.118
17 14305500 6.621 7.350 2.393 10.113
17 14306340 4.107 5.451 2.496 9.779
17 14306500 3.908 5.829 3.270 10.266
17 14308990 1.222 3.271 3.057 9.230
17 14309500 2.587 4.157 2.561 9.440
17 14316700 3.006 4.054 2.534 8.922
17 14325000 4.306 6.685 3.142 9.749
17 14362250 0.319 1.959 3.136 11.062
