BASIN_HUC BASIN_ID Runoff(mm_day-1) Precip(mm_day-1) PET(mm_day-1) Temp(oC)
05 03384450 1.336 3.684 2.716 13.593
06 03439000 3.166 5.541 2.705 11.592
06 03450000 1.661 4.064 2.669 9.759
06 03455500 3.308 5.791 3.469 9.096
06 03456500 2.503 4.804 2.734 10.223
06 03460000 2.109 4.493 2.642 9.207
06 03463300 2.954 4.447 3.599 10.047
06 03471500 1.334 3.364 2.601 10.293
06 03473000 1.461 3.443 2.586 10.499
06 03479000 1.791 3.906 2.658 10.378
06 03488000 1.227 3.271 2.606 10.774
06 03498500 1.777 4.299 2.647 12.452
06 03500000 2.400 5.087 2.821 12.202
06 03500240 2.177 4.918 3.173 11.920
06 03504000 3.606 5.566 2.691 10.197
06 03574500 1.872 4.282 2.847 14.603
06 03592718 1.456 4.173 3.755 15.609
06 03604000 1.633 4.261 2.941 14.410
07 05291000 0.214 1.697 2.463 6.490
07 05362000 0.869 2.409 2.071 4.985
07 05393500 1.050 2.433 2.074 4.734
07 05399500 0.728 2.338 2.120 5.762
07 05408000 0.704 2.508 2.211 7.119
07 05412500 0.792 2.614 2.274 7.769
07 05413500 0.689 2.565 2.287 8.126
07 05414000 0.740 2.602 2.280 8.015
07 05444000 0.794 2.749 2.392 8.927
07 05454000 0.780 2.700 2.505 9.706
07 05458000 0.708 2.513 2.262 7.419
07 05466500 0.811 2.703 2.435 10.140
07 05487980 0.738 2.679 2.434 10.022
07 05488200 0.724 2.665 2.418 9.997
07 05489000 0.733 2.701 2.439 10.157
07 05495000 0.837 2.779 2.487 10.933
07 05495500 0.782 2.782 2.531 11.306
07 05501000 0.833 2.852 2.559 11.716
07 05503800 0.770 2.920 2.570 11.811
07 05507600 0.728 2.936 3.021 12.015
07 05508805 0.742 2.900 2.604 11.926
07 05514500 0.793 2.983 2.604 12.146
07 05525500 0.915 2.767 2.465 10.475
07 05556500 0.809 2.761 2.385 9.397
07 05584500 0.770 2.783 2.498 10.961
07 05585000 0.753 2.784 2.507 11.069
07 05591550 0.926 2.929 2.574 11.844
07 05592050 0.861 2.853 2.583 11.913
07 05592575 0.925 3.061 2.630 12.343
07 05593575 0.930 3.038 2.669 13.070
07 05593900 0.829 2.877 2.608 12.159
07 05595730 1.011 3.157 2.662 12.936
07 07014500 0.896 3.278 2.705 12.816
08 07290650 1.138 4.134 3.422 18.285
08 07291000 1.341 4.269 3.175 18.301
08 07292500 1.342 4.285 4.126 18.436
08 07295000 1.476 4.442 3.334 18.770
08 07359610 1.810 4.239 2.912 15.276
08 07362100 1.020 3.712 3.046 17.171
08 07362587 1.685 4.190 3.299 15.416
08 07373000 1.156 4.215 3.227 18.737
08 07375000 1.501 4.564 3.214 19.157
08 07376000 1.383 4.602 3.960 18.993
08 08013000 1.443 4.242 3.218 18.942
08 08014500 1.383 4.398 3.265 19.182
09 05056000 0.166 1.287 2.050 4.621
09 05057000 0.182 1.336 2.016 4.521
09 05057200 0.126 1.430 2.038 4.760
09 05062500 0.257 1.869 2.016 4.347
09 05087500 0.252 1.592 2.001 3.903
09 05120500 0.088 1.284 2.030 4.910
09 05123400 0.088 1.348 2.025 3.412
09 05129115 0.646 1.998 1.893 3.048
09 05131500 0.597 2.009 1.908 3.364
10 06453600 0.119 1.722 2.383 9.007
10 06464500 0.081 1.539 2.395 8.852
10 06479215 0.207 1.791 2.173 5.873
10 06479438 0.209 1.722 2.194 6.011
10 06601000 0.340 2.118 2.387 9.282
10 06614800 1.893 3.013 3.477 -0.969
10 06622700 1.291 2.254 3.090 1.736
10 06623800 1.491 2.881 3.024 1.754
10 06632400 1.187 2.279 3.325 0.867
10 06746095 3.041 2.839 3.041 -0.211
10 06784000 0.132 1.728 2.475 9.356
10 06803510 0.319 2.152 2.494 10.660
10 06803530 0.320 2.190 2.480 10.470
10 06814000 0.408 2.385 2.570 11.235
10 06847900 0.010 1.514 2.772 10.971
10 06853800 0.114 1.949 2.965 11.020
10 06876700 0.160 1.989 2.689 12.392
10 06878000 0.266 2.206 2.920 12.622
10 06879650 0.482 2.557 2.637 12.333
10 06885500 0.422 2.434 2.855 11.643
10 06888500 0.585 2.575 2.688 12.270
10 06889200 0.575 2.561 2.617 12.135
10 06889500 0.557 2.585 2.624 12.305
10 06892000 0.655 2.753 2.613 12.351
10 06903400 0.770 2.770 2.436 10.008
10 06906800 0.878 3.119 2.647 12.537
10 06910800 0.543 2.618 2.720 12.441
10 06911900 0.544 2.614 2.665 12.479
10 06917000 0.808 3.058 2.729 13.288
10 06918460 0.999 3.252 2.755 13.394
10 06919500 0.819 3.345 2.725 13.497
10 06921070 0.966 3.233 2.748 13.215
10 06921200 0.955 3.221 2.735 13.247
10 06934000 0.935 3.244 2.695 13.069
10 06037500 1.071 2.418 2.596 1.050
10 06043500 0.837 2.220 2.689 1.656
10 06154410 0.254 1.322 2.074 4.854
10 06188000 1.259 2.253 2.532 1.223
10 06191500 1.130 2.202 2.544 0.866
10 06221400 1.470 1.523 2.568 0.287
10 06224000 1.377 1.490 2.570 -0.055
10 06278300 1.264 1.908 2.455 0.257
10 06280300 1.274 1.955 2.547 -0.089
10 06289000 0.731 1.707 2.463 1.897
10 06291500 0.501 1.538 3.099 4.166
10 06311000 0.589 1.443 2.381 1.929
10 06332515 0.057 1.234 2.464 5.404
10 06339100 0.067 1.190 2.107 5.855
10 06339500 0.057 1.183 2.116 5.998
10 06344600 0.077 1.178 2.505 5.838
10 06350000 0.060 1.120 2.156 6.170
10 06352000 0.061 1.130 2.573 6.291
10 06353000 0.051 1.176 3.027 6.489
10 06354000 0.059 1.181 2.905 6.347
10 06360500 0.066 1.204 2.270 7.384
10 06404000 0.139 1.473 2.405 6.475
10 06406000 0.093 1.377 2.368 7.157
10 06408700 0.690 1.803 2.349 3.863
10 06409000 0.173 1.705 2.355 3.893
10 06431500 0.380 1.930 2.892 5.043
10 06440200 0.072 1.330 2.347 8.864
10 06441500 0.053 1.311 2.331 8.703
10 06447000 0.050 1.291 2.487 8.772
10 06447500 0.073 1.418 2.408 8.368
10 06450500 0.099 1.442 2.360 8.658
10 06452000 0.065 1.360 2.404 8.847
10 06468170 0.194 1.298 2.059 4.809
10 06468250 0.225 1.300 2.840 4.830
10 06470800 0.213 1.515 2.102 5.507
10 06477500 0.074 1.652 2.323 8.400
11 07056000 1.217 3.549 2.801 13.952
11 07057500 1.290 3.228 2.765 13.463
11 07060710 0.759 3.690 2.887 14.331
11 07066000 1.217 3.309 2.743 13.208
11 07067000 1.246 3.496 2.748 13.463
11 07068000 1.391 3.426 2.738 13.285
11 07071500 0.968 3.333 2.760 13.499
11 07083000 1.203 2.147 2.838 -1.169
11 07142300 0.032 1.766 2.748 13.170
11 07145700 0.488 2.420 2.788 14.142
11 07148400 0.111 1.868 3.189 13.997
11 07149000 0.165 1.932 2.911 13.770
11 07151500 0.332 2.248 3.119 13.993
11 07167500 0.682 2.725 2.716 13.337
11 07180500 0.560 2.542 2.924 12.937
11 07184000 0.930 3.201 2.744 13.791
11 07195800 1.009 3.447 2.962 14.438
11 07196900 1.127 3.634 2.852 14.775
11 07197000 1.083 3.541 2.865 15.049
11 07208500 0.193 1.667 2.711 4.584
11 07226500 0.007 1.079 2.712 11.863
11 07261000 1.390 3.728 2.896 15.277
11 07263295 1.363 3.928 3.373 15.804
11 07299670 0.088 1.681 3.890 16.868
11 07301410 0.042 1.649 2.900 14.548
11 07301500 0.053 1.674 3.096 14.677
11 07315200 0.166 2.217 3.255 17.552
11 07315700 0.344 2.441 3.066 17.017
11 07335700 2.068 4.198 2.836 14.182
11 07340300 1.918 4.379 2.901 14.633
11 07346045 0.823 3.455 3.134 18.020
12 08023080 0.957 3.819 3.773 18.421
12 08025500 0.988 3.930 3.205 18.636
12 08029500 1.039 4.098 3.535 19.007
12 08050800 0.472 2.785 3.279 17.555
12 08066200 0.772 3.618 3.778 19.401
12 08066300 0.813 3.782 4.220 19.536
12 08070000 0.688 3.483 3.662 19.673
12 08070200 0.674 3.517 3.976 19.835
12 08079600 0.112 1.379 3.515 16.091
12 08082700 0.068 1.780 3.678 17.689
12 08086212 0.072 1.823 3.253 17.913
12 08086290 0.090 1.931 4.225 17.883
12 08101000 0.210 2.239 3.336 18.325
12 08103900 0.275 2.293 3.320 18.691
12 08104900 0.360 2.389 3.349 18.971
12 08109700 0.239 2.519 3.378 19.958
12 08150800 0.082 2.020 3.346 18.256
12 08155200 0.348 2.439 3.364 19.313
12 08158700 0.382 2.490 3.366 19.135
12 08158810 0.514 2.459 3.367 19.410
12 08164000 0.472 2.755 4.733 20.878
12 08164300 0.363 2.715 4.710 20.565
12 08164600 0.540 2.856 3.454 21.272
12 08165300 0.205 2.102 3.341 17.916
12 08171300 0.365 2.467 4.660 19.040
12 08175000 0.210 2.301 3.438 20.780
12 08176900 0.192 2.324 3.767 21.047
12 08178880 0.400 2.334 3.370 18.605
12 08189500 0.180 2.235 4.746 21.482
12 08190000 0.225 1.802 3.394 18.779
12 08190500 0.040 1.730 4.188 18.857
12 08194200 0.076 1.350 3.610 22.545
12 08195000 0.337 2.074 3.384 18.527
12 08196000 0.251 1.959 3.416 18.948
12 08198500 0.144 2.104 3.407 19.165
12 08200000 0.437 2.217 3.386 19.149
12 08202700 0.048 2.071 3.420 19.569
13 08267500 0.880 1.741 3.490 2.603
13 08269000 0.387 1.595 4.040 4.016
13 08271000 1.133 1.797 4.003 2.252
13 08324000 0.145 1.536 3.043 5.902
13 08377900 0.602 1.988 3.012 3.552
13 08378500 0.513 1.896 3.556 3.939
13 08380500 0.236 1.667 3.015 6.398
14 09034900 1.787 2.663 4.110 -0.435
14 09035800 0.998 2.525 3.971 0.152
14 09035900 1.196 2.441 3.588 0.328
14 09047700 0.681 2.048 3.981 0.805
14 09065500 1.961 2.553 3.511 0.347
14 09066000 1.271 2.249 3.805 0.866
14 09066200 1.792 2.589 3.822 0.792
14 09066300 0.884 2.450 3.720 1.347
14 09081600 1.697 2.626 3.755 2.012
14 09107000 0.796 1.925 3.897 0.297
14 09210500 0.429 1.442 2.741 2.215
14 09223000 0.653 1.783 3.710 1.973
14 09306242 0.048 1.287 3.591 5.991
14 09312600 0.306 1.644 3.439 4.192
14 09352900 1.864 2.603 3.144 0.995
14 09378170 0.155 1.602 2.881 5.995
14 09378630 0.244 1.566 2.937 6.161
15 09386900 0.062 1.223 2.990 7.227
15 09404450 0.200 1.390 3.298 7.913
15 09430500 0.091 1.339 3.549 9.643
15 09430600 0.408 1.622 4.269 8.812
15 09447800 0.031 1.048 3.248 13.604
15 09480000 0.040 1.472 3.481 15.693
15 09484000 0.445 1.516 4.630 14.049
15 09484600 0.011 1.204 3.661 16.919
15 09492400 0.784 1.876 3.221 8.459
15 09494000 0.263 1.794 3.043 9.263
15 09497800 0.124 1.535 3.713 12.427
15 09497980 0.138 1.653 3.519 12.994
15 09505200 0.197 1.709 3.493 10.132
15 09505350 0.245 1.627 3.332 10.757
15 09505800 0.206 1.788 3.089 10.134
15 09508300 0.349 1.609 4.115 14.819
15 09510200 0.134 1.294 3.380 17.281
15 09512280 0.074 1.237 3.441 17.472
15 09513780 0.143 1.210 3.305 17.200
16 10023000 0.209 1.538 2.620 4.364
16 10166430 0.107 1.342 2.676 10.123
16 10172700 0.161 1.418 2.843 7.697
16 10172800 1.499 2.003 3.290 7.238
16 10173450 0.446 1.740 3.035 4.159
16 10205030 0.298 1.737 4.046 4.576
16 10234500 0.535 1.858 3.780 3.799
16 10242000 0.420 1.180 4.182 8.952
16 10244950 0.537 1.413 3.791 4.069
16 10249300 0.307 0.662 2.852 8.300
16 10310500 0.306 1.465 3.654 7.821
16 10316500 1.681 2.260 3.470 3.737
16 10329500 0.203 1.420 3.482 6.710
16 10336645 2.050 3.462 2.869 6.212
16 10336660 2.958 3.818 2.843 6.122
16 10336740 0.238 1.862 2.818 5.747
16 10343500 1.030 2.646 2.798 5.653
16 10348850 1.364 2.492 2.896 5.360
17 10396000 0.626 1.610 3.369 6.525
17 12010000 7.316 8.014 1.940 8.931
17 12013500 4.716 6.910 2.550 9.408
17 12020000 4.887 7.398 2.719 8.733
17 12025000 3.184 4.627 2.075 9.948
17 12025700 4.832 5.076 2.030 8.439
17 12035000 6.681 7.174 1.967 9.398
17 12040500 9.680 8.865 1.892 8.137
17 12041200 9.621 8.514 2.066 6.953
17 12043000 7.730 8.492 2.053 8.342
17 12048000 2.377 6.020 2.652 4.761
17 12054000 6.023 6.334 2.728 5.376
17 12056500 8.828 7.833 1.951 5.426
17 12073500 1.577 4.032 2.830 10.583
17 12082500 5.551 6.978 2.922 5.839
17 12092000 5.428 7.276 2.194 4.722
17 12095000 2.737 4.594 2.461 8.567
17 12114500 5.906 7.243 2.038 5.661
17 12115000 5.771 7.235 2.016 6.048
17 12115500 6.895 7.315 1.939 6.484
17 12117000 5.172 6.661 1.973 7.750
17 12141300 7.554 7.943 2.008 5.923
17 12143600 6.266 7.704 2.104 6.311
17 12144000 6.340 7.287 2.213 7.007
17 12145500 3.984 5.796 1.999 9.084
17 12147500 8.371 7.821 2.013 7.373
17 12147600 9.849 8.618 1.906 6.237
17 12167000 6.984 6.959 1.946 7.700
17 12175500 5.642 5.680 2.223 2.688
17 12178100 6.279 6.335 1.993 4.166
17 12186000 6.954 6.603 1.971 5.202
17 12189500 5.799 6.009 2.010 5.193
17 12358500 2.365 3.368 2.209 3.065
17 12374250 0.434 2.210 2.214 4.431
17 12375900 2.528 3.492 2.589 2.837
17 12377150 3.795 4.079 2.454 1.957
17 12381400 1.026 3.008 2.702 3.452
17 12383500 1.410 3.060 3.180 3.057
17 12388400 0.715 2.414 2.974 4.606
17 12390700 1.117 3.096 2.717 5.084
17 12411000 1.910 3.483 2.095 5.624
17 12414500 2.086 3.700 2.199 5.396
17 12447390 1.380 2.654 2.203 0.697
17 12451000 4.150 4.569 2.115 2.992
17 12488500 2.725 4.856 2.176 4.065
17 13011500 1.475 2.520 2.625 1.019
17 13011900 1.526 2.444 2.710 0.023
17 13018300 1.074 2.317 3.254 1.541
17 13023000 1.308 2.392 2.767 2.317
17 13083000 0.262 1.561 3.296 6.086
17 13161500 0.243 1.377 2.544 5.575
17 13235000 1.725 2.666 3.178 2.993
17 13240000 2.582 3.275 2.526 2.117
17 13310700 1.508 3.089 2.669 3.002
17 13313000 1.457 3.669 2.826 1.879
17 13331500 1.757 2.838 2.222 4.057
17 13337000 2.166 3.612 2.505 4.528
17 13338500 0.751 2.373 2.238 5.578
17 13340000 1.463 2.980 3.194 5.260
17 13340600 2.441 3.753 2.253 5.161
17 14020000 1.672 2.821 2.266 7.065
17 14092750 3.238 4.649 2.215 5.240
17 14096850 0.531 2.555 2.935 7.836
17 14137000 4.742 6.339 2.010 6.883
17 14138800 6.630 7.752 2.075 6.866
17 14138870 6.110 8.424 2.097 7.481
17 14138900 8.311 8.978 2.108 7.478
17 14139800 7.060 7.954 2.205 7.893
17 14141500 5.874 7.426 2.141 8.313
17 14154500 2.605 4.709 2.267 8.803
17 14158500 4.520 5.972 2.364 6.652
17 14158790 5.207 6.292 2.174 6.599
17 14166500 2.336 4.903 3.044 10.777
17 14182500 6.001 6.394 2.145 8.376
17 14185000 4.445 5.881 2.201 8.145
17 14185900 6.167 6.731 2.179 8.009
17 14187000 3.571 5.518 2.201 9.195
17 14216500 6.061 7.146 2.046 6.961
17 14222500 5.415 7.369 2.122 8.851
17 14236200 5.485 5.588 1.994 8.246
17 14301000 3.692 5.815 2.808 9.163
17 14303200 5.410 6.618 2.078 8.500
17 14305500 6.718 6.781 2.150 9.573
17 14306340 4.232 6.325 2.831 9.213
17 14306500 3.938 6.217 2.945 10.150
17 14308990 1.207 3.661 3.048 9.718
17 14309500 2.549 4.846 2.917 9.493
17 14316700 3.019 4.643 2.261 8.593
17 14325000 4.277 6.310 3.024 9.414
17 14362250 0.291 2.789 3.300 9.756
17 14400000 7.870 5.663 2.262 9.696
