BASIN_HUC BASIN_ID Runoff(mm_day-1) Precip(mm_day-1) PET(mm_day-1) Temp(oC)
02 01548500 1.376 2.690 2.367 7.100
02 01549500 1.478 2.800 2.396 7.336
02 01550000 1.630 2.922 2.392 7.268
02 01552000 1.688 2.862 2.409 7.555
02 01552500 1.944 3.030 2.407 7.442
02 01557500 1.584 2.827 2.479 8.749
02 01567500 1.287 2.928 2.501 10.011
02 01568000 1.365 2.902 2.518 10.181
02 01580000 1.262 3.153 2.619 11.779
02 01583500 1.067 3.054 2.673 12.398
02 01586610 1.153 3.026 2.670 12.195
02 01591400 1.014 2.955 2.656 12.314
02 01594950 1.878 3.488 2.520 8.566
02 01596500 1.492 2.962 2.560 8.428
02 01605500 1.001 2.836 2.654 9.338
02 01606500 1.179 2.865 2.627 9.218
02 01613050 1.200 2.777 2.547 9.296
02 01620500 1.554 2.819 2.666 9.821
02 01632000 0.918 2.745 2.664 10.585
02 01632900 0.777 2.740 2.664 11.880
02 01634500 0.982 2.633 2.673 10.945
02 01638480 0.992 2.932 2.696 12.627
02 01639500 1.095 2.953 2.647 11.888
02 01644000 0.962 2.932 2.685 12.540
02 01658500 0.888 3.079 2.695 13.037
02 01664000 1.067 3.099 2.721 12.632
02 01666500 1.196 3.088 2.764 13.016
02 01667500 1.126 3.090 2.793 12.980
02 01669000 0.936 3.009 2.832 14.603
02 01669520 1.067 3.090 2.852 14.711
02 02011400 0.993 2.957 2.714 9.701
02 02011460 1.416 3.100 2.664 8.908
02 02013000 0.988 2.844 2.753 10.650
02 02014000 1.061 2.801 2.741 10.725
02 02015700 1.344 2.903 2.699 9.856
02 02016000 1.148 2.935 2.734 10.724
02 02017500 1.159 2.711 2.763 10.649
02 02018000 1.096 2.739 2.795 11.290
02 02027000 1.603 3.212 2.831 11.449
02 02027500 1.838 3.139 2.840 11.428
02 02028500 1.405 3.395 2.783 12.329
02 02038850 0.838 3.074 2.873 13.654
03 02046000 0.860 3.104 2.876 14.200
03 02051000 0.768 3.010 2.856 13.781
03 02051500 0.841 3.077 2.883 14.098
03 02053200 0.876 3.184 2.961 15.262
03 02053800 0.960 3.039 2.840 11.220
03 02055100 0.986 2.842 2.894 13.050
03 02056900 1.010 3.152 2.845 12.748
03 02059500 0.893 2.874 3.242 13.449
03 02064000 0.918 3.002 3.350 13.842
03 02065500 0.946 3.062 3.135 13.823
03 02069700 1.330 3.364 2.883 13.067
03 02070000 1.125 3.205 2.998 13.495
03 02074500 0.955 3.118 2.860 13.256
03 02077200 0.920 3.211 3.156 14.515
03 02081500 0.862 3.179 2.942 14.513
03 02082950 0.870 3.208 2.998 14.904
03 02092500 1.005 3.562 3.038 16.439
03 02096846 0.760 3.243 3.034 14.864
03 02102908 1.353 3.197 3.043 16.359
03 02108000 1.094 3.525 3.050 16.859
03 02111180 1.640 3.558 2.851 12.479
03 02111500 1.354 3.388 2.860 12.223
03 02112120 1.255 3.514 2.872 12.208
03 02112360 1.427 3.415 2.840 12.439
03 02118500 1.121 3.225 2.922 13.672
03 02125000 0.963 3.216 3.053 15.566
03 02128000 0.946 3.151 3.037 15.687
03 02137727 1.745 3.460 2.886 13.213
03 02140991 1.645 3.479 2.827 13.398
03 02143000 1.419 3.298 3.016 14.240
03 02143040 1.665 3.355 2.986 13.916
03 02149000 1.508 3.195 2.951 14.490
03 02152100 1.259 3.435 2.979 13.691
03 02177000 2.739 4.886 2.946 12.746
03 02178400 2.805 5.130 2.965 11.952
03 02193340 0.674 3.122 3.653 16.689
03 02196000 0.566 3.131 3.814 16.674
03 02198100 0.781 3.239 3.261 17.951
03 02202600 0.680 3.231 3.315 19.075
03 02212600 0.696 3.125 3.697 16.967
03 02215100 0.850 3.281 3.316 18.395
03 02216180 0.860 3.177 3.375 18.672
03 02221525 0.728 3.191 3.262 16.811
03 02231000 0.761 3.540 3.452 19.941
03 02231342 0.855 3.797 3.662 22.715
03 02235200 0.439 3.701 4.164 21.532
03 02245500 0.896 3.599 3.535 20.522
03 02246000 0.937 3.552 3.418 20.062
03 02296500 0.691 3.493 3.682 22.495
03 02297155 0.666 3.775 3.754 22.413
03 02297310 0.834 3.661 3.684 22.530
03 02298123 0.881 3.557 3.702 22.618
03 02298608 1.228 3.744 3.690 22.601
03 02299950 1.135 3.789 3.686 22.444
03 02300700 1.446 3.626 3.635 22.625
03 02310947 0.416 3.621 3.628 22.566
03 02312200 0.452 3.572 3.592 22.030
03 02314500 0.677 3.409 3.433 19.393
03 02315500 0.604 3.453 3.432 19.568
03 02324400 0.620 3.779 3.593 20.332
03 02327100 1.659 3.949 3.426 19.783
03 02342933 0.875 3.594 3.591 17.826
03 02349900 0.818 3.187 3.348 18.486
03 02350900 0.900 3.439 4.176 18.071
03 02361000 1.131 3.700 3.409 18.362
03 02363000 1.043 3.765 4.028 17.833
03 02369800 1.436 4.335 3.377 18.134
03 02371500 1.086 3.741 3.367 18.021
03 02372250 1.145 3.818 3.351 18.043
03 02374500 1.431 4.155 4.412 18.013
03 02381600 1.441 4.115 3.044 14.269
03 02384540 2.197 4.199 3.039 14.308
03 02395120 1.189 3.380 3.096 15.617
03 02408540 1.381 3.814 3.213 16.229
03 02415000 1.432 3.827 3.451 16.063
03 02422500 1.256 3.781 3.289 17.226
03 02427250 1.215 4.044 3.841 18.172
03 02430085 1.634 3.918 3.132 15.703
03 02430615 1.601 3.932 3.139 15.979
03 02450250 1.610 4.068 3.111 15.917
03 02464000 1.492 3.935 3.183 16.272
03 02464146 1.490 3.998 3.219 16.596
03 02464360 1.414 3.819 3.236 16.943
03 02465493 1.129 3.868 3.310 17.625
03 02469800 1.232 3.874 3.362 18.257
03 02472000 1.317 3.972 3.355 17.816
03 02472500 1.312 4.147 3.871 18.219
03 02479155 1.551 4.227 3.377 18.621
03 02479300 1.755 4.445 3.386 19.121
03 02479560 1.748 4.402 3.355 18.644
03 02481000 1.943 4.547 3.380 19.596
03 02481510 1.731 4.413 3.412 19.268
04 04015330 1.037 2.114 1.878 3.848
04 04024430 0.870 2.154 2.062 4.618
04 04027000 0.950 2.310 2.099 4.620
04 04040500 1.093 2.286 2.248 4.463
04 04043050 1.446 2.092 2.765 5.302
04 04045500 1.028 2.196 2.362 5.129
04 04056500 1.171 2.238 2.017 5.292
04 04057510 0.917 2.192 2.007 5.486
04 04057800 1.130 2.362 2.081 3.955
04 04059500 0.722 2.134 2.075 5.149
04 04063700 0.704 2.100 2.101 4.557
04 04074950 0.844 2.138 2.110 4.703
04 04105700 1.067 2.566 2.432 9.592
04 04115265 0.762 2.380 3.183 8.232
04 04122200 1.083 2.440 2.301 7.676
04 04122500 1.110 2.459 2.294 7.536
04 04124000 1.176 2.313 2.214 6.391
04 04127918 0.981 2.194 2.057 5.134
04 04127997 1.080 2.300 2.179 6.354
04 04161580 0.608 2.231 2.376 8.810
04 04185000 0.905 2.458 2.490 9.281
04 04196800 0.883 2.601 2.557 10.305
04 04197100 0.890 2.649 2.510 9.813
04 04197170 0.878 2.607 2.511 9.960
04 04213000 1.641 2.789 2.415 -2.937
04 04213075 1.494 2.415 0.225 -44.411
04 04216418 1.430 2.959 2.280 7.374
04 04221000 1.269 2.699 2.342 6.568
04 04224775 1.069 2.501 2.329 7.228
04 04233000 1.103 2.626 2.315 7.390
04 04256000 2.255 3.397 2.156 5.097
05 03010655 1.488 2.807 2.352 6.929
05 03011800 1.917 3.210 2.322 6.707
05 03015500 1.911 3.237 2.373 7.981
05 03021350 2.288 3.215 2.345 8.104
05 03026500 1.784 3.299 2.366 6.648
05 03028000 1.948 3.201 2.361 6.487
05 03049000 1.299 2.902 2.504 9.330
05 03049800 1.064 2.802 2.562 10.367
05 03050000 1.969 3.733 2.590 8.685
05 03066000 2.423 3.384 2.530 7.419
05 03069500 2.431 3.644 2.581 7.981
05 03070500 2.008 3.447 2.504 9.542
05 03076600 1.807 3.250 2.533 8.481
05 03078000 1.872 3.048 2.535 8.080
05 03140000 0.958 2.717 2.557 10.606
05 03144000 1.089 2.793 2.564 10.107
05 03159540 1.027 2.896 2.686 11.656
05 03161000 1.880 3.769 2.785 10.222
05 03164000 1.514 3.489 2.807 10.110
05 03165000 1.610 3.385 2.819 11.166
05 03170000 1.047 3.143 2.849 11.108
05 03173000 0.973 2.773 2.784 10.915
05 03180500 2.002 3.732 2.604 7.913
05 03182500 1.620 3.427 2.643 8.564
05 03186500 2.547 3.636 2.638 8.056
05 03187500 2.690 3.617 2.672 8.314
05 03213700 1.057 3.098 2.778 11.876
05 03237280 1.081 2.783 2.720 11.581
05 03237500 1.122 2.976 2.689 11.576
05 03238500 1.195 2.972 2.686 11.465
05 03241500 1.064 2.777 2.625 10.829
05 03280700 1.254 3.516 2.801 12.075
05 03281100 1.405 3.486 2.842 12.498
05 03281500 1.310 3.430 2.827 12.441
05 03285000 1.384 3.294 2.857 13.323
05 03291780 1.412 3.297 2.711 12.304
05 03300400 1.291 3.256 2.847 13.313
05 03338780 1.163 2.838 2.552 11.071
05 03340800 1.025 2.947 2.618 10.726
05 03346000 0.950 2.974 2.721 12.193
05 03357350 1.130 3.021 2.639 11.013
05 03364500 1.123 3.040 2.647 11.463
05 03366500 1.272 3.294 2.709 12.285
05 03368000 1.321 3.261 2.688 12.062
05 03384450 1.347 3.499 2.857 13.629
06 03439000 3.100 5.545 2.875 10.825
06 03450000 1.794 3.722 2.928 11.486
06 03455500 3.266 5.900 2.945 8.559
06 03456500 2.469 5.058 2.911 9.930
06 03460000 2.059 4.253 2.861 9.217
06 03463300 2.925 4.034 2.869 10.551
06 03471500 1.308 3.162 2.763 9.796
06 03473000 1.418 3.294 2.772 10.188
06 03479000 1.750 3.887 2.772 10.506
06 03488000 1.187 3.027 2.758 10.648
06 03498500 1.713 3.891 2.880 12.544
06 03500000 2.362 5.041 2.937 11.990
06 03500240 2.178 4.889 3.128 11.632
06 03504000 3.542 5.763 2.953 10.400
06 03574500 1.854 3.964 3.034 14.462
06 03592718 1.533 4.069 3.756 15.101
06 03604000 1.637 4.027 2.977 14.290
07 05291000 0.193 1.667 2.282 6.439
07 05362000 0.847 2.207 2.152 4.906
07 05393500 1.045 2.218 2.167 4.521
07 05399500 0.705 2.182 2.221 5.829
07 05408000 0.689 2.361 2.296 7.288
07 05412500 0.776 2.486 2.377 7.706
07 05413500 0.657 2.422 2.392 8.245
07 05414000 0.721 2.493 2.381 8.118
07 05444000 0.761 2.581 2.445 8.689
07 05454000 0.725 2.493 2.528 10.361
07 05458000 0.700 2.419 2.360 7.625
07 05466500 0.763 2.528 2.546 10.113
07 05487980 0.688 2.519 2.546 9.906
07 05488200 0.664 2.488 2.530 10.145
07 05489000 0.660 2.524 2.551 10.195
07 05495000 0.766 2.612 2.630 11.008
07 05495500 0.731 2.656 2.645 11.280
07 05501000 0.793 2.684 2.724 11.916
07 05503800 0.763 2.774 2.706 11.881
07 05507600 0.693 2.781 2.758 11.912
07 05508805 0.721 2.704 2.722 11.844
07 05514500 0.776 2.780 2.740 12.148
07 05525500 0.935 2.720 2.569 10.696
07 05556500 0.796 2.565 2.511 9.447
07 05584500 0.706 2.639 2.617 10.842
07 05585000 0.695 2.638 2.629 11.022
07 05591550 0.892 2.789 2.686 12.038
07 05592050 0.860 2.749 2.697 12.061
07 05592575 0.845 2.976 2.703 12.370
07 05593575 0.883 2.864 2.804 13.212
07 05593900 0.789 2.765 2.755 12.278
07 05595730 0.969 2.950 2.801 12.922
07 07014500 0.903 3.149 2.848 12.744
08 07290650 1.224 4.089 3.442 18.427
08 07291000 1.364 4.236 4.112 18.239
08 07292500 1.375 4.266 3.851 18.293
08 07295000 1.584 4.440 3.391 18.982
08 07359610 1.838 4.023 3.089 14.616
08 07362100 1.081 3.623 3.234 17.404
08 07362587 1.649 4.042 3.075 15.252
08 07373000 1.238 4.240 3.401 18.960
08 07375000 1.543 4.394 3.482 19.181
08 07376000 1.469 4.468 3.652 18.923
08 08013000 1.582 4.188 3.372 18.849
08 08014500 1.505 4.340 3.395 19.015
09 05056000 0.115 1.261 2.116 4.878
09 05057000 0.134 1.310 2.093 4.732
09 05057200 0.094 1.370 2.106 4.836
09 05062500 0.301 1.802 2.068 4.318
09 05087500 0.239 1.522 2.054 4.212
09 05120500 0.066 1.266 2.210 5.132
09 05123400 0.070 1.213 2.013 3.273
09 05129115 0.659 1.847 1.952 3.019
09 05131500 0.600 1.812 1.974 3.593
10 06453600 0.118 1.725 2.503 8.960
10 06464500 0.082 1.483 2.516 8.870
10 06479215 0.199 1.695 2.281 5.927
10 06479438 0.190 1.634 2.275 6.057
10 06601000 0.335 2.033 2.518 9.445
10 06614800 1.855 2.822 4.070 -0.912
10 06622700 1.203 2.249 3.368 0.038
10 06623800 1.417 3.114 4.135 0.249
10 06632400 1.132 1.942 3.728 -2.244
10 06746095 3.032 3.026 4.148 0.515
10 06784000 0.133 1.634 2.611 9.124
10 06803510 0.330 2.062 2.638 10.629
10 06803530 0.315 2.068 2.756 10.245
10 06814000 0.438 2.269 2.723 11.372
10 06847900 0.010 1.454 2.867 10.885
10 06853800 0.116 1.853 2.788 10.855
10 06876700 0.169 1.982 2.853 12.425
10 06878000 0.271 2.104 2.853 12.922
10 06879650 0.528 2.473 2.808 12.220
10 06885500 0.448 2.350 2.758 11.675
10 06888500 0.623 2.522 2.826 12.270
10 06889200 0.616 2.481 2.795 12.280
10 06889500 0.599 2.520 2.786 12.366
10 06892000 0.686 2.659 2.771 12.603
10 06903400 0.697 2.543 2.547 9.758
10 06906800 0.872 2.961 2.759 12.267
10 06910800 0.581 2.584 2.832 12.266
10 06911900 0.583 2.574 2.812 12.260
10 06917000 0.809 2.945 2.855 13.042
10 06918460 1.028 3.139 2.924 13.380
10 06919500 0.831 3.191 2.900 13.570
10 06921070 0.998 3.118 2.910 13.216
10 06921200 0.976 3.098 2.884 13.145
10 06934000 0.926 3.097 2.860 13.134
10 06037500 1.157 3.078 2.652 0.166
10 06043500 0.903 2.569 3.378 1.020
10 06154410 0.251 1.266 2.203 5.122
10 06188000 1.368 2.513 2.569 -0.587
10 06191500 1.105 2.473 3.092 -0.420
10 06221400 1.427 1.884 2.693 -3.486
10 06224000 1.375 1.863 3.092 -2.844
10 06278300 1.239 2.045 2.651 -2.797
10 06280300 1.217 2.119 3.615 -0.928
10 06289000 0.698 1.758 2.693 0.449
10 06291500 0.500 1.404 3.511 3.482
10 06311000 0.570 1.487 2.549 -0.499
10 06332515 0.051 1.098 2.233 6.194
10 06339100 0.058 1.098 2.216 5.860
10 06339500 0.044 1.131 2.239 6.131
10 06344600 0.064 1.035 2.232 5.715
10 06350000 0.049 1.047 2.264 6.355
10 06352000 0.047 1.067 2.274 6.322
10 06353000 0.039 1.096 2.806 6.653
10 06354000 0.047 1.105 2.880 6.451
10 06360500 0.052 1.152 2.389 7.493
10 06404000 0.132 1.379 2.442 7.508
10 06406000 0.091 1.300 2.477 8.222
10 06408700 0.663 1.692 2.372 3.482
10 06409000 0.170 1.515 2.481 3.205
10 06431500 0.350 1.829 3.349 5.089
10 06440200 0.067 1.234 2.480 9.022
10 06441500 0.052 1.245 2.449 8.578
10 06447000 0.048 1.231 2.669 8.742
10 06447500 0.071 1.324 2.575 8.254
10 06450500 0.096 1.386 2.488 8.602
10 06452000 0.061 1.321 2.536 8.905
10 06468170 0.144 1.261 2.130 4.972
10 06468250 0.165 1.283 2.933 5.011
10 06470800 0.150 1.430 2.192 5.327
10 06477500 0.066 1.605 2.451 8.659
11 07056000 1.233 3.328 2.993 14.043
11 07057500 1.293 3.108 2.924 13.484
11 07060710 0.737 3.396 3.048 13.763
11 07066000 1.218 3.119 2.922 13.307
11 07067000 1.264 3.305 2.948 13.318
11 07068000 1.390 3.199 2.926 13.299
11 07071500 0.965 3.197 2.930 13.491
11 07083000 1.219 1.981 3.181 -1.113
11 07142300 0.036 1.731 3.277 13.101
11 07145700 0.530 2.348 2.988 14.100
11 07148400 0.124 1.829 3.226 13.880
11 07149000 0.179 1.901 3.021 13.694
11 07151500 0.361 2.231 2.986 14.037
11 07167500 0.746 2.717 2.903 13.240
11 07180500 0.571 2.418 2.901 12.975
11 07184000 0.943 3.116 2.907 13.881
11 07195800 1.036 3.264 3.023 14.413
11 07196900 1.177 3.584 3.037 14.339
11 07197000 1.132 3.515 3.034 14.905
11 07208500 0.208 1.891 2.731 2.539
11 07226500 0.008 1.153 4.001 11.671
11 07261000 1.364 3.482 3.073 15.039
11 07263295 1.310 3.763 3.082 16.029
11 07299670 0.093 1.767 3.907 16.660
11 07301410 0.046 1.622 3.171 14.541
11 07301500 0.060 1.673 3.230 14.726
11 07315200 0.186 2.245 3.450 17.249
11 07315700 0.394 2.498 3.312 16.898
11 07335700 2.102 4.130 3.144 14.520
11 07340300 1.912 4.281 3.114 14.683
11 07346045 0.866 3.394 3.342 18.332
12 08023080 1.041 3.690 3.370 18.385
12 08025500 1.122 3.931 3.395 18.251
12 08029500 1.131 4.036 3.429 18.665
12 08050800 0.534 2.857 3.320 17.609
12 08066200 0.854 3.582 4.754 19.013
12 08066300 0.902 3.721 3.482 19.226
12 08070000 0.781 3.510 3.484 19.616
12 08070200 0.772 3.561 3.610 19.753
12 08079600 0.111 1.398 3.541 16.007
12 08082700 0.079 1.801 3.604 17.788
12 08086212 0.085 1.950 4.164 17.951
12 08086290 0.103 2.024 4.818 17.882
12 08101000 0.228 2.279 3.542 18.262
12 08103900 0.300 2.363 3.542 18.090
12 08104900 0.398 2.363 3.589 18.843
12 08109700 0.269 2.506 3.601 19.914
12 08150800 0.086 2.124 4.201 18.067
12 08155200 0.466 2.466 3.626 19.676
12 08158700 0.423 2.466 3.619 19.301
12 08158810 0.506 2.453 3.611 19.791
12 08164000 0.549 2.809 3.625 20.840
12 08164300 0.409 2.697 4.148 20.734
12 08164600 0.616 2.837 3.647 21.296
12 08165300 0.230 2.133 4.930 17.701
12 08171300 0.412 2.434 4.980 18.937
12 08175000 0.230 2.386 3.661 20.615
12 08176900 0.220 2.372 3.826 21.127
12 08178880 0.485 2.129 3.615 18.586
12 08189500 0.200 2.318 4.322 21.468
12 08190000 0.261 1.906 3.636 18.384
12 08190500 0.049 1.791 4.800 18.647
12 08194200 0.082 1.542 3.928 22.611
12 08195000 0.390 2.032 3.611 18.128
12 08196000 0.287 1.907 3.640 18.566
12 08198500 0.171 1.964 3.634 18.938
12 08200000 0.504 2.058 3.618 19.166
12 08202700 0.056 1.927 3.645 19.525
13 08267500 0.921 2.024 3.939 1.915
13 08269000 0.410 1.644 3.358 2.854
13 08271000 1.194 2.094 3.840 1.378
13 08324000 0.160 1.704 4.460 5.640
13 08377900 0.646 2.589 3.286 2.616
13 08378500 0.544 2.354 3.701 3.207
13 08380500 0.253 1.663 3.195 6.079
14 09034900 1.790 2.104 4.018 -2.050
14 09035800 1.001 2.048 4.008 -0.787
14 09035900 1.179 1.823 3.975 -0.779
14 09047700 0.685 2.201 3.662 -0.111
14 09065500 1.972 2.341 4.029 -1.383
14 09066000 1.264 2.263 2.948 -1.152
14 09066200 1.820 2.891 4.168 -1.410
14 09066300 0.891 2.767 3.754 -0.975
14 09081600 1.708 3.018 4.007 0.099
14 09107000 0.791 2.109 3.438 -1.868
14 09210500 0.418 1.275 2.682 0.184
14 09223000 0.641 1.865 3.081 -0.535
14 09306242 0.055 1.147 3.309 4.697
14 09312600 0.319 1.618 3.950 3.413
14 09352900 1.933 2.887 3.143 -1.900
14 09378170 0.184 1.660 3.121 5.455
14 09378630 0.278 1.707 3.131 5.311
15 09386900 0.070 1.325 3.210 6.375
15 09404450 0.200 1.229 3.121 8.083
15 09430500 0.096 1.448 3.407 8.248
15 09430600 0.420 1.690 4.671 8.646
15 09447800 0.035 1.170 4.853 13.623
15 09480000 0.046 1.370 3.582 14.889
15 09484000 0.590 1.102 3.764 15.487
15 09484600 0.012 1.250 3.692 16.567
15 09492400 0.826 1.590 3.510 8.654
15 09494000 0.285 1.643 3.245 8.997
15 09497800 0.139 1.774 4.278 11.763
15 09497980 0.146 1.774 3.434 11.698
15 09505200 0.233 1.772 3.282 9.875
15 09505350 0.260 1.807 3.405 10.987
15 09505800 0.221 1.792 3.280 9.724
15 09508300 0.369 1.457 3.532 14.570
15 09510200 0.143 1.242 3.718 17.177
15 09512280 0.077 1.211 3.856 18.262
15 09513780 0.150 1.220 3.982 18.091
16 10023000 0.211 1.175 3.660 2.047
16 10166430 0.111 1.109 2.161 -6.417
16 10172700 0.169 1.146 4.044 6.682
16 10172800 1.510 1.583 2.998 7.563
16 10173450 0.437 1.924 3.985 4.914
16 10205030 0.309 1.879 4.234 4.336
16 10234500 0.543 1.934 3.326 3.638
16 10242000 0.424 1.182 3.426 8.865
16 10244950 0.545 1.444 3.615 3.947
16 10249300 0.330 0.860 3.156 7.472
16 10310500 0.330 1.040 3.004 8.272
16 10316500 1.719 1.703 4.133 3.416
16 10329500 0.214 1.437 3.810 5.663
16 10336645 2.099 2.862 2.993 5.227
16 10336660 3.037 2.835 2.958 5.562
16 10336740 0.260 1.819 3.392 6.775
16 10343500 1.087 3.044 3.031 3.825
16 10348850 1.360 1.971 3.222 4.005
17 10396000 0.626 1.696 3.289 6.248
17 12010000 7.191 8.121 1.997 8.865
17 12013500 4.597 7.602 2.779 8.892
17 12020000 4.866 6.013 2.051 8.425
17 12025000 3.092 4.362 2.172 9.859
17 12025700 4.730 5.350 2.143 8.032
17 12035000 6.617 6.975 2.039 9.250
17 12040500 9.685 8.915 1.918 7.178
17 12041200 9.595 9.410 2.073 5.532
17 12043000 7.654 8.895 1.966 8.116
17 12048000 2.346 6.041 2.628 2.398
17 12054000 5.944 6.036 2.052 3.568
17 12056500 8.665 9.191 2.107 3.994
17 12073500 1.576 3.470 2.955 10.889
17 12082500 5.404 6.849 2.309 4.640
17 12092000 5.309 7.064 2.201 4.310
17 12095000 2.613 5.134 2.113 7.819
17 12114500 5.735 6.532 2.023 5.208
17 12115000 5.608 6.621 2.043 5.378
17 12115500 6.731 6.782 2.027 5.859
17 12117000 5.024 6.125 2.097 7.671
17 12141300 7.393 7.081 2.071 4.754
17 12143600 6.181 6.985 2.103 5.461
17 12144000 6.200 6.787 2.869 6.048
17 12145500 3.825 5.087 2.113 9.023
17 12147500 8.148 6.369 2.038 7.141
17 12147600 9.734 7.207 1.999 5.071
17 12167000 6.890 6.074 2.018 6.763
17 12175500 5.613 6.242 3.036 1.520
17 12178100 6.268 6.537 2.108 2.940
17 12186000 6.822 6.473 2.060 3.690
17 12189500 5.680 6.487 2.161 3.864
17 12358500 2.306 3.384 2.509 1.873
17 12374250 0.370 1.947 2.199 3.100
17 12375900 2.467 3.825 2.667 1.759
17 12377150 3.672 3.742 2.624 1.769
17 12381400 0.969 2.780 2.563 2.318
17 12383500 1.422 2.611 2.367 3.560
17 12388400 0.718 1.914 2.404 4.361
17 12390700 1.105 2.883 2.906 5.021
17 12411000 1.871 3.196 2.153 4.499
17 12414500 2.061 3.549 2.269 4.075
17 12447390 1.324 2.594 2.843 -0.693
17 12451000 4.092 5.132 2.619 1.625
17 12488500 2.676 5.022 2.502 3.229
17 13011500 1.477 2.836 3.132 -0.755
17 13011900 1.478 2.809 3.721 -2.026
17 13018300 1.057 2.481 3.210 0.412
17 13023000 1.284 2.745 2.723 -1.027
17 13083000 0.268 1.381 3.533 5.264
17 13161500 0.251 1.266 3.230 4.010
17 13235000 1.711 2.480 3.698 0.705
17 13240000 2.565 3.598 3.106 0.791
17 13310700 1.462 2.931 2.990 1.969
17 13313000 1.409 3.174 2.633 0.371
17 13331500 1.722 2.560 2.552 2.975
17 13337000 2.132 3.581 2.512 2.987
17 13338500 0.742 2.373 2.361 5.118
17 13340000 1.439 2.889 2.678 4.350
17 13340600 2.414 3.755 2.401 3.556
17 14020000 1.625 2.233 2.403 6.380
17 14092750 3.155 2.522 2.369 4.362
17 14096850 0.539 1.822 2.344 7.889
17 14137000 4.607 5.566 2.100 6.405
17 14138800 6.474 6.917 2.193 6.560
17 14138870 5.963 6.798 2.201 7.451
17 14138900 8.038 7.235 2.243 7.996
17 14139800 6.798 6.687 2.229 8.104
17 14141500 5.739 6.547 2.246 8.482
17 14154500 2.574 4.395 2.343 7.687
17 14158500 4.418 5.940 2.329 5.414
17 14158790 5.061 5.888 2.352 6.579
17 14166500 2.348 3.981 3.281 10.843
17 14182500 5.872 5.992 2.248 7.741
17 14185000 4.368 6.104 2.326 6.769
17 14185900 6.105 6.035 2.289 7.066
17 14187000 3.522 5.309 2.301 7.596
17 14216500 5.977 6.519 2.201 5.988
17 14222500 5.282 6.453 2.213 7.885
17 14236200 5.369 5.493 2.124 8.140
17 14301000 3.624 6.108 2.638 8.525
17 14303200 5.226 7.328 2.878 7.989
17 14305500 6.621 7.810 2.271 10.014
17 14306340 4.107 5.951 2.339 9.554
17 14306500 3.908 6.344 3.149 9.956
17 14308990 1.222 3.166 3.311 9.489
17 14309500 2.587 5.082 3.377 8.989
17 14316700 3.006 4.422 2.410 7.685
17 14325000 4.306 7.128 3.346 9.188
17 14362250 0.319 2.546 3.687 10.076
